WP_000978094.1,WP_093173705.1,36.637,333,196,6,51,373,74,401,1.12e-56,194,53.15
WP_000978094.1,WP_106934507.1,36.036,333,198,6,51,373,60,387,1.26e-56,194,53.75
WP_000978094.1,WP_116912167.1,39.474,304,163,8,84,377,60,352,1.34e-56,193,59.21
WP_000978094.1,WP_093074418.1,36.637,333,196,6,51,373,74,401,1.39e-56,194,53.15
WP_000978094.1,WP_125950953.1,36.842,342,198,7,42,373,69,402,1.63e-56,194,53.22
WP_000978094.1,WP_124957397.1,40.070,287,156,4,85,362,93,372,1.71e-56,194,56.45
WP_000978094.1,WP_209544790.1,39.527,296,160,9,84,368,61,348,1.75e-56,192,59.12
WP_000978094.1,WP_097199309.1,37.919,298,172,4,85,373,108,401,1.95e-56,194,54.70
WP_000978094.1,WP_081268281.1,35.736,333,199,6,51,373,60,387,1.97e-56,194,53.75
WP_000978094.1,WP_126746899.1,37.117,326,179,7,51,362,70,383,2.03e-56,194,53.99
WP_000978094.1,WP_021005906.1,35.467,375,198,10,12,362,18,372,2.07e-56,193,51.20
WP_000978094.1,WP_093121916.1,36.391,338,190,8,51,373,77,404,2.41e-56,194,53.85
WP_000978094.1,WP_047782974.1,34.324,370,220,8,2,362,24,379,2.55e-56,193,51.89
WP_000978094.1,WP_021007844.1,34.324,370,220,8,2,362,24,379,2.77e-56,193,51.62
WP_000978094.1,WP_080731474.1,34.127,378,213,10,15,362,25,396,3.10e-56,194,53.44
WP_000978094.1,WP_052057682.1,37.762,286,164,5,85,362,117,396,3.37e-56,193,59.09
WP_000978094.1,WP_093053301.1,38.567,293,167,4,85,368,90,378,3.51e-56,193,55.63
WP_000978094.1,WP_081269353.1,40.484,289,155,7,84,362,60,341,3.53e-56,192,58.13
WP_000978094.1,WP_168109834.1,34.921,378,210,9,7,362,11,374,3.59e-56,193,53.44
WP_000978094.1,WP_092696587.1,37.049,305,175,5,85,373,110,413,3.61e-56,194,55.08
WP_000978094.1,WP_125948711.1,39.510,286,162,4,85,362,91,373,3.68e-56,193,55.59
WP_000978094.1,WP_093432194.1,35.979,378,209,10,9,373,40,397,4.60e-56,193,51.06
WP_000482901.1,WP_091813800.1,48.611,144,73,1,1,143,1,144,2.38e-44,146,64.58
WP_000482901.1,WP_108330369.1,45.985,137,73,1,2,138,1,136,1.34e-38,132,64.23
WP_000482901.1,WP_108414597.1,44.526,137,75,1,2,138,1,136,1.75e-35,124,61.31
WP_000482901.1,WP_188471059.1,46.715,137,72,1,2,138,1,136,2.13e-35,124,60.58
WP_000482901.1,WP_073356114.1,42.657,143,81,1,2,144,1,142,2.31e-35,124,60.84
WP_000482901.1,WP_204579960.1,45.985,137,73,1,4,140,3,138,2.46e-35,124,62.04
WP_000482901.1,WP_058640424.1,44.928,138,75,1,2,139,1,137,2.74e-35,123,61.59
WP_000482901.1,WP_123299421.1,43.571,140,78,1,1,140,1,139,4.14e-35,123,60.00
WP_000482901.1,WP_026780478.1,43.478,138,77,1,1,138,1,137,4.36e-35,123,60.87
WP_000482901.1,WP_034359190.1,44.526,137,75,1,2,138,1,136,5.21e-35,123,60.58
WP_000482901.1,WP_029525635.1,45.324,139,74,1,2,138,1,139,6.99e-35,122,61.15
WP_000482901.1,WP_043376228.1,44.526,137,75,1,2,138,1,136,8.60e-35,122,60.58
WP_000482901.1,WP_105748349.1,44.203,138,76,1,2,139,1,137,2.00e-34,121,60.87
WP_000482901.1,WP_132737238.1,44.928,138,72,1,2,139,1,134,2.55e-34,121,60.14
WP_000482901.1,WP_043115070.1,42.446,139,79,1,2,140,1,138,3.32e-34,120,60.43
WP_000482901.1,WP_068835518.1,43.478,138,77,1,2,139,1,137,4.31e-34,120,60.14
WP_000482901.1,WP_089958003.1,44.526,137,75,1,2,138,1,136,8.11e-34,120,61.31
WP_000482901.1,WP_169417947.1,41.606,137,79,1,2,138,1,136,1.24e-33,119,60.58
WP_000482901.1,WP_130371464.1,45.652,138,71,1,2,139,1,134,1.52e-33,119,58.70
WP_000482901.1,WP_082322252.1,43.478,138,77,1,2,139,1,137,4.11e-33,118,59.42
WP_000482901.1,WP_042582733.1,44.286,140,71,3,2,138,1,136,4.17e-33,118,58.57
WP_000482901.1,WP_187052750.1,43.571,140,78,1,4,143,3,141,4.64e-33,118,57.14
WP_000482901.1,WP_176665712.1,43.704,135,75,1,4,138,3,136,6.31e-33,117,59.26
WP_000482901.1,WP_162582215.1,43.662,142,79,1,2,143,34,174,6.72e-33,118,60.56
WP_000482901.1,WP_105731098.1,42.754,138,78,1,2,139,1,137,6.75e-33,117,60.14
WP_000482901.1,WP_196996184.1,47.407,135,70,1,5,139,4,137,6.85e-33,117,61.48
WP_000482901.1,WP_203206109.1,43.885,139,77,1,2,140,1,138,7.97e-33,117,60.43
WP_000482901.1,WP_158724297.1,43.662,142,79,1,2,143,1,141,9.22e-33,117,59.15
WP_000482901.1,WP_116912157.1,43.885,139,77,1,2,140,1,138,9.29e-33,117,58.99
WP_000482901.1,WP_093380643.1,43.165,139,75,1,2,140,1,135,1.17e-32,117,58.99
WP_000482901.1,WP_209544788.1,44.286,140,77,1,1,140,1,139,1.45e-32,116,62.14
WP_000482901.1,WP_055804661.1,44.366,142,72,3,2,140,1,138,1.57e-32,116,59.15
WP_000482901.1,WP_093011679.1,44.366,142,72,3,2,140,1,138,1.90e-32,116,59.15
WP_000482901.1,WP_130425626.1,42.446,139,79,1,2,140,1,138,2.06e-32,116,58.27
WP_000482901.1,WP_076509581.1,41.549,142,76,3,2,140,1,138,2.37e-32,116,60.56
WP_000482901.1,WP_093019990.1,43.796,137,76,1,2,138,1,136,3.02e-32,116,56.93
WP_000482901.1,WP_056509610.1,42.446,139,79,1,2,140,1,138,4.22e-32,115,58.99
WP_000482901.1,WP_007835341.1,41.727,139,80,1,2,140,1,138,4.80e-32,115,58.99
WP_000482901.1,WP_087745770.1,43.478,138,77,1,2,139,1,137,4.86e-32,115,58.70
WP_000482901.1,WP_200786947.1,39.416,137,82,1,2,138,1,136,6.73e-32,115,61.31
WP_000482901.1,WP_176660252.1,43.571,140,72,3,2,138,1,136,8.04e-32,115,58.57
WP_000482901.1,WP_093053299.1,42.222,135,78,0,4,138,3,137,8.45e-32,115,57.04
WP_000482901.1,WP_093301269.1,42.963,135,76,1,4,138,3,136,9.88e-32,114,57.78
WP_000482901.1,WP_206177360.1,42.857,140,73,3,2,138,1,136,1.01e-31,114,58.57
WP_000482901.1,WP_055896715.1,41.844,141,81,1,2,142,1,140,1.01e-31,114,58.87
WP_000482901.1,WP_068678368.1,42.958,142,80,1,2,143,1,141,1.07e-31,114,59.15
WP_000482901.1,WP_159274056.1,41.007,139,81,1,2,140,1,138,1.52e-31,114,58.99
WP_000482901.1,WP_093206818.1,43.284,134,75,1,5,138,4,136,1.58e-31,114,57.46
WP_000482901.1,WP_056586130.1,41.727,139,80,1,2,140,1,138,1.83e-31,114,58.27
WP_000482901.1,WP_162589831.1,42.958,142,80,1,2,143,1,141,1.90e-31,114,59.15
WP_000482901.1,WP_093162059.1,42.857,140,79,1,4,143,3,141,1.99e-31,114,59.29
WP_000482901.1,WP_093175592.1,42.222,135,78,0,4,138,3,137,2.11e-31,114,56.30
WP_000482901.1,WP_093443201.1,43.796,137,76,1,2,138,1,136,2.21e-31,114,56.20
WP_000482901.1,WP_022775525.1,43.262,141,79,1,3,143,2,141,2.24e-31,113,58.87
WP_000482901.1,WP_126022450.1,43.704,135,75,1,4,138,3,136,2.31e-31,114,58.52
WP_000482901.1,WP_125948710.1,42.647,136,77,1,4,138,3,138,2.66e-31,114,58.09
WP_000482901.1,WP_099795333.1,41.007,139,81,1,2,140,1,138,2.77e-31,113,58.27
WP_000482901.1,WP_157612559.1,43.796,137,76,1,2,138,1,136,2.78e-31,114,56.20
WP_000482901.1,WP_028248586.1,43.571,140,78,1,4,143,3,141,2.96e-31,113,60.00
WP_000482901.1,WP_083259057.1,41.727,139,80,1,2,140,1,138,3.19e-31,113,58.27
WP_000482901.1,WP_201693338.1,40.000,140,81,2,2,140,1,138,3.53e-31,113,58.57
WP_000482901.1,WP_013539554.1,42.857,140,73,3,2,138,1,136,3.60e-31,113,57.86
WP_000482901.1,WP_176659513.1,41.727,139,80,1,2,140,1,138,4.14e-31,113,58.27
WP_000482901.1,WP_162577609.1,42.254,142,81,1,2,143,1,141,4.35e-31,113,59.15
WP_000482901.1,WP_062473671.1,41.007,139,81,1,2,140,1,138,4.72e-31,112,58.27
WP_000482901.1,WP_119554300.1,41.304,138,80,1,2,139,1,137,4.98e-31,112,57.97
WP_000482901.1,WP_159278664.1,41.007,139,81,1,2,140,1,138,5.03e-31,112,58.27
WP_000482901.1,WP_095949904.1,41.007,139,81,1,2,140,1,138,5.14e-31,112,58.27
WP_000482901.1,WP_101490968.1,41.007,139,81,1,2,140,1,138,5.26e-31,112,58.27
WP_000482901.1,WP_192195186.1,41.007,139,81,1,2,140,1,138,5.49e-31,112,58.27
WP_000482901.1,WP_132751881.1,42.336,137,78,1,2,138,1,136,6.07e-31,112,57.66
WP_000482901.1,WP_153280420.1,41.007,139,81,1,2,140,1,138,6.19e-31,112,58.27
WP_000482901.1,WP_198787929.1,43.066,137,77,1,2,138,1,136,6.41e-31,112,56.20
WP_000482901.1,WP_012747074.1,43.662,142,73,3,2,140,1,138,7.95e-31,112,56.34
WP_000482901.1,WP_019657989.1,42.336,137,78,1,2,138,1,136,8.98e-31,112,57.66
WP_000482901.1,WP_145743102.1,43.662,142,73,3,2,140,1,138,9.36e-31,112,56.34
WP_000482901.1,WP_055803686.1,42.857,140,73,3,2,138,1,136,1.09e-30,112,57.86
WP_000482901.1,WP_124959375.1,43.662,142,73,3,2,140,1,138,1.20e-30,112,56.34
WP_000482901.1,WP_018902925.1,43.662,142,73,3,2,140,1,138,1.21e-30,112,56.34
WP_000482901.1,WP_121694196.1,40.141,142,84,1,2,143,1,141,1.26e-30,112,58.45
WP_000482901.1,WP_093351874.1,41.727,139,80,1,2,140,1,138,1.46e-30,111,58.27
WP_000482901.1,WP_062361985.1,43.662,142,73,3,2,140,1,138,1.63e-30,111,56.34
WP_000482901.1,WP_185738332.1,43.662,142,73,3,2,140,13,150,1.82e-30,112,56.34
WP_000482901.1,WP_013543047.1,41.007,139,81,1,2,140,1,138,1.86e-30,111,57.55
WP_000482901.1,WP_086924586.1,41.429,140,81,1,1,140,1,139,2.48e-30,111,54.29
WP_000482901.1,WP_130426534.1,43.284,134,75,1,5,138,4,136,2.60e-30,111,56.72
WP_000482901.1,WP_201676816.1,40.714,140,80,2,2,140,1,138,3.46e-30,110,58.57
WP_000482901.1,WP_011802564.1,42.361,144,81,1,2,143,1,144,3.63e-30,110,60.42
WP_000482901.1,WP_208511626.1,41.606,137,79,1,2,138,1,136,3.93e-30,110,57.66
WP_000482901.1,WP_192323028.1,41.429,140,75,3,2,138,1,136,4.58e-30,110,57.86
WP_000482901.1,WP_145741094.1,41.429,140,75,3,2,138,1,136,4.89e-30,110,57.86
WP_000482901.1,WP_135264626.1,40.146,137,81,1,2,138,1,136,5.18e-30,110,56.93
WP_000482901.1,WP_168109835.1,40.845,142,83,1,2,143,1,141,5.77e-30,110,55.63
WP_000482901.1,WP_021005907.1,41.429,140,75,3,2,138,1,136,6.07e-30,110,57.86
WP_000482901.1,WP_124957396.1,41.429,140,75,3,2,138,1,136,7.00e-30,110,57.86
WP_000482901.1,WP_012746339.1,41.429,140,75,3,2,138,1,136,7.55e-30,110,57.86
WP_000482901.1,WP_047784326.1,40.714,140,76,3,2,138,1,136,8.60e-30,110,57.86
WP_000482901.1,WP_106558656.1,42.958,142,80,1,2,143,1,141,9.64e-30,109,57.04
WP_000482901.1,WP_056572674.1,41.007,139,81,1,2,140,1,138,9.79e-30,109,56.12
WP_000482901.1,WP_018906510.1,41.429,140,75,3,2,138,1,136,9.90e-30,109,57.86
WP_152071828.1,WP_091813797.1,40.972,720,404,11,11,718,14,724,2.10e-176,526,60.14
WP_152071828.1,WP_105748350.1,38.936,714,391,10,16,698,25,724,6.65e-155,471,57.00
WP_152071828.1,WP_108330736.1,38.504,722,390,15,31,716,27,730,6.09e-153,466,57.89
WP_152071828.1,WP_135264627.1,37.348,739,417,11,17,720,17,744,2.43e-152,464,56.29
WP_152071828.1,WP_105731097.1,38.149,713,398,8,16,698,25,724,7.54e-150,459,57.50
WP_152071828.1,WP_161125686.1,38.418,708,403,9,16,698,25,724,1.11e-148,456,58.05
WP_152071828.1,WP_208511625.1,36.326,724,429,9,18,715,21,738,6.12e-148,453,56.49
WP_152071828.1,WP_011802501.1,36.115,731,407,10,30,719,33,744,1.76e-146,449,55.68
WP_152071828.1,WP_168921579.1,36.515,723,426,11,16,715,26,738,6.52e-146,448,56.15
WP_152071828.1,WP_201676800.1,37.378,717,412,11,27,716,35,741,7.68e-146,448,55.37
WP_152071828.1,WP_196864129.1,37.073,731,411,12,16,715,20,732,4.36e-145,446,56.36
WP_152071828.1,WP_026780480.1,37.861,692,399,11,31,698,36,720,7.24e-145,445,57.66
WP_152071828.1,WP_092696589.1,37.551,735,402,12,16,715,20,732,1.29e-144,445,56.05
WP_152071828.1,WP_162576927.1,36.070,743,430,13,10,715,5,739,4.29e-144,443,55.99
WP_152071828.1,WP_084523031.1,34.747,731,439,10,15,716,31,752,5.75e-143,441,54.99
WP_152071828.1,WP_087745772.1,37.255,714,419,10,8,698,12,719,1.02e-142,440,56.44
WP_152071828.1,WP_034359172.1,35.034,745,443,15,4,715,11,747,3.23e-142,439,54.63
WP_152071828.1,WP_068684771.1,36.264,728,433,10,14,715,18,740,3.85e-142,438,55.77
WP_152071828.1,WP_108378127.1,36.602,724,413,11,7,698,13,722,5.02e-142,438,57.04
WP_152071828.1,WP_196996183.1,36.464,724,422,13,5,698,6,721,9.82e-142,437,56.49
WP_152071828.1,WP_089957999.1,36.464,724,414,11,7,698,13,722,1.43e-141,437,57.32
WP_152071828.1,WP_184529059.1,34.658,730,440,12,17,717,21,742,5.92e-141,435,55.07
WP_152071828.1,WP_162583144.1,36.376,723,428,10,16,713,19,734,5.93e-141,435,55.19
WP_152071828.1,WP_201693323.1,35.177,705,430,8,16,698,24,723,7.94e-141,435,56.60
WP_152071828.1,WP_108414598.1,37.787,696,385,10,37,698,26,707,1.01e-140,434,57.04
WP_152071828.1,WP_029525634.1,36.202,732,421,13,16,716,20,736,2.17e-140,434,56.42
WP_152071828.1,WP_157397741.1,35.804,715,421,9,11,698,24,727,3.57e-140,434,56.64
WP_152071828.1,WP_188471061.1,37.675,714,409,13,30,715,29,734,4.03e-140,433,55.74
WP_152071828.1,WP_086924585.1,36.027,730,409,13,23,713,26,736,5.23e-140,432,54.38
WP_152071828.1,WP_055896718.1,35.359,724,434,11,16,715,22,735,5.80e-140,433,56.49
WP_152071828.1,WP_093076697.1,36.401,728,430,10,16,715,20,742,1.37e-139,432,56.46
WP_152071828.1,WP_093053297.1,36.401,728,430,10,16,715,20,742,1.45e-139,432,56.46
WP_152071828.1,WP_130368354.1,33.882,729,449,12,17,717,28,751,1.77e-139,432,56.52
WP_152071828.1,WP_097197392.1,36.401,728,430,10,16,715,20,742,1.85e-139,432,56.46
WP_152071828.1,WP_043371476.1,35.061,733,435,15,16,715,23,747,3.05e-139,431,54.57
WP_152071828.1,WP_055803689.1,36.150,722,426,12,27,718,31,747,3.92e-139,431,55.68
WP_152071828.1,WP_011802563.1,36.525,731,415,11,16,715,19,731,1.16e-138,429,55.95
WP_152071828.1,WP_176665711.1,36.167,741,436,12,6,714,5,740,1.17e-138,429,55.06
WP_152071828.1,WP_125948709.1,37.241,725,422,12,18,714,22,741,1.44e-138,429,56.00
WP_152071828.1,WP_093376085.1,34.247,730,445,11,17,717,27,750,1.99e-138,429,55.89
WP_152071828.1,WP_201177237.1,35.034,745,439,11,5,716,12,744,3.08e-138,428,53.96
WP_152071828.1,WP_093106655.1,35.586,725,432,11,16,713,22,738,3.33e-138,428,55.72
WP_152071828.1,WP_068835517.1,35.764,713,427,11,10,698,14,719,5.66e-138,427,56.94
WP_152071828.1,WP_082517590.1,35.901,727,432,11,16,715,28,747,6.05e-138,427,55.02
WP_152071828.1,WP_013539555.1,36.000,750,442,12,2,718,5,749,6.54e-138,427,54.93
WP_152071828.1,WP_088958059.1,34.455,743,451,12,1,715,5,739,6.63e-138,427,54.24
WP_152071828.1,WP_125964971.1,35.294,731,435,13,16,717,29,750,1.48e-137,427,53.90
WP_152071828.1,WP_196869243.1,35.366,738,424,13,17,715,20,743,2.86e-137,426,54.61
WP_152071828.1,WP_168109836.1,36.197,710,426,8,11,698,21,725,4.78e-137,425,55.35
WP_152071828.1,WP_183024509.1,34.200,731,442,11,14,715,18,738,6.93e-137,425,54.99
WP_152071828.1,WP_176660253.1,35.686,751,437,13,7,718,6,749,7.65e-137,425,54.86
WP_152071828.1,WP_126838246.1,35.213,727,432,11,16,713,23,739,1.47e-136,424,55.43
WP_152071828.1,WP_038212309.1,35.502,707,427,10,16,698,24,725,3.16e-136,423,55.16
WP_152071828.1,WP_162588187.1,34.278,741,448,11,6,717,8,738,3.99e-136,423,55.33
WP_152071828.1,WP_183028202.1,36.990,711,417,9,11,698,14,716,4.67e-136,422,56.96
WP_152071828.1,WP_068678306.1,34.953,741,437,15,6,713,8,736,7.50e-136,422,56.14
WP_152071828.1,WP_093160594.1,33.778,749,456,13,1,717,5,745,8.10e-136,422,54.07
WP_152071828.1,WP_169417946.1,35.922,721,420,13,18,715,36,737,8.63e-136,422,55.62
WP_152071828.1,WP_126184157.1,35.897,741,438,12,6,714,5,740,5.04e-135,420,54.93
WP_152071828.1,WP_206177361.1,35.887,744,435,12,10,718,13,749,7.33e-135,420,54.70
WP_152071828.1,WP_126022451.1,35.762,741,439,11,6,714,5,740,9.78e-135,419,54.66
WP_152071828.1,WP_093443199.1,35.333,750,442,12,7,718,5,749,1.26e-134,419,54.27
WP_152071828.1,WP_042582734.1,35.067,750,444,13,7,718,5,749,1.33e-134,419,54.93
WP_152071828.1,WP_086920902.1,34.225,748,451,12,1,717,1,738,1.39e-134,419,54.55
WP_152071828.1,WP_204579961.1,34.085,710,430,10,16,698,22,720,2.22e-134,418,54.51
WP_152071828.1,WP_184640422.1,35.628,741,440,12,6,714,5,740,2.42e-134,418,54.79
WP_152071828.1,WP_145760288.1,35.762,741,439,12,6,714,5,740,2.67e-134,418,54.93
WP_152071828.1,WP_062361987.1,34.362,745,451,13,4,717,13,750,2.76e-134,418,53.83
WP_152071828.1,WP_106558614.1,33.919,740,446,13,6,713,8,736,5.55e-134,417,55.54
WP_152071828.1,WP_077000907.1,34.818,741,438,15,6,713,8,736,5.55e-134,417,55.47
WP_152071828.1,WP_145892352.1,36.056,710,416,10,16,698,5,703,5.56e-134,417,54.93
WP_152071828.1,WP_162582214.1,34.278,741,442,14,6,713,8,736,5.80e-134,417,56.14
WP_152071828.1,WP_187052749.1,35.901,727,431,10,16,715,23,741,1.48e-133,416,54.61
WP_152071828.1,WP_132733062.1,34.239,736,445,14,13,717,21,748,2.50e-133,416,56.39
WP_152071828.1,WP_051953446.1,33.609,726,452,11,15,715,23,743,3.45e-133,416,55.10
WP_152071828.1,WP_132800201.1,35.628,741,440,12,6,714,5,740,4.81e-133,415,54.79
WP_152071828.1,WP_184605871.1,35.628,741,440,12,6,714,5,740,7.00e-133,414,54.79
WP_152071828.1,WP_123299422.1,34.037,711,431,9,17,698,22,723,1.10e-132,414,56.26
WP_152071828.1,WP_084241738.1,33.705,718,436,12,10,698,19,725,3.04e-132,413,55.71
WP_152071828.1,WP_093019992.1,35.090,721,435,10,27,718,30,746,5.11e-132,412,55.62
WP_152071828.1,WP_140844314.1,36.671,709,415,11,16,698,23,723,6.56e-132,412,56.84
WP_152071828.1,WP_157612561.1,34.316,746,453,11,6,718,5,746,6.74e-132,412,55.76
WP_152071828.1,WP_130426533.1,35.877,747,440,13,6,718,5,746,7.19e-132,412,55.02
WP_152071828.1,WP_012747073.1,34.713,749,443,14,4,717,13,750,7.65e-132,412,52.34
WP_152071828.1,WP_201676815.1,34.497,716,434,9,9,698,16,722,8.08e-132,412,53.49
