,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
87,WP_000978094.1,WP_126746899.1,37.117,326,179,7,51,362,70,383,2.0300000000000001e-56,194.0,53.99,2495592,Variovorax sp. DXTD-1
88,WP_000978094.1,WP_021005906.1,35.467,375,198,10,12,362,18,372,2.0700000000000002e-56,193.0,51.2,34073,Variovorax paradoxus
89,WP_000978094.1,WP_093121916.1,36.391,338,190,8,51,373,77,404,2.41e-56,194.0,53.85,1855317,Variovorax sp. OK605
90,WP_000978094.1,WP_047782974.1,34.324,370,220,8,2,362,24,379,2.55e-56,193.0,51.89,34073,Variovorax paradoxus
91,WP_000978094.1,WP_021007844.1,34.324,370,220,8,2,362,24,379,2.77e-56,193.0,51.62,34073,Variovorax paradoxus
92,WP_000978094.1,WP_080731474.1,34.127,378,213,10,15,362,25,396,3.1000000000000003e-56,194.0,53.44,285,Comamonas testosteroni
93,WP_000978094.1,WP_052057682.1,37.762,286,164,5,85,362,117,396,3.37e-56,193.0,59.09,283,Comamonas
94,WP_000978094.1,WP_093053301.1,38.567,293,167,4,85,368,90,378,3.5100000000000003e-56,193.0,55.63,663243,unclassified Variovorax
95,WP_000978094.1,WP_081269353.1,40.484,289,155,7,84,362,60,341,3.53e-56,192.0,58.13,34073,Variovorax paradoxus
96,WP_000978094.1,WP_168109834.1,34.921,378,210,9,7,362,11,374,3.59e-56,193.0,53.44,2606681,Ramlibacter lithotrophicus
97,WP_000978094.1,WP_092696587.1,37.049,305,175,5,85,373,110,413,3.6100000000000003e-56,194.0,55.08,592050,Acidovorax soli
98,WP_000978094.1,WP_125948711.1,39.51,286,162,4,85,362,91,373,3.68e-56,193.0,55.59,663243,unclassified Variovorax
99,WP_000978094.1,WP_093432194.1,35.979,378,209,10,9,373,40,397,4.6e-56,193.0,51.06,1566271,Variovorax sp. 770b2
100,WP_000482901.1,WP_091813800.1,48.611,144,73,1,1,143,1,144,2.38e-44,146.0,64.58,28220,Brachymonas denitrificans
101,WP_000482901.1,WP_108330369.1,45.985,137,73,1,2,138,1,136,1.34e-38,132.0,64.23,1100699,Limnohabitans sp. 2KL-1
102,WP_000482901.1,WP_108414597.1,44.526,137,75,1,2,138,1,136,1.75e-35,124.0,61.31,1977909,Limnohabitans sp. Jir72
103,WP_000482901.1,WP_188471059.1,46.715,137,72,1,2,138,1,136,2.1300000000000002e-35,124.0,60.58,1211803,Comamonas phosphati
104,WP_000482901.1,WP_073356114.1,42.657,143,81,1,2,144,1,142,2.3100000000000001e-35,124.0,60.84,198706,Lampropedia hyalina
105,WP_000482901.1,WP_204579960.1,45.985,137,73,1,4,140,3,138,2.46e-35,124.0,62.04,1783360,Comamonas sediminis
106,WP_000482901.1,WP_058640424.1,44.928,138,75,1,2,139,1,137,2.74e-35,123.0,61.59,433924,Pseudacidovorax intermedius
107,WP_000482901.1,WP_123299421.1,43.571,140,78,1,1,140,1,139,4.14e-35,123.0,60.0,2485130,Comamonas sp. BIGb0124
108,WP_000482901.1,WP_026780478.1,43.478,138,77,1,1,138,1,137,4.36e-35,123.0,60.87,1305734,Polaromonas sp. EUR3 1.2.1
109,WP_000482901.1,WP_034359190.1,44.526,137,75,1,2,138,1,136,5.21e-35,123.0,60.58,283,Comamonas
110,WP_000482901.1,WP_029525635.1,45.324,139,74,1,2,138,1,139,6.990000000000001e-35,122.0,61.15,866564,Polaromonas glacialis
111,WP_000482901.1,WP_043376228.1,44.526,137,75,1,2,138,1,136,8.6e-35,122.0,60.58,285,Comamonas testosteroni
112,WP_000482901.1,WP_105748349.1,44.203,138,76,1,2,139,1,137,2e-34,121.0,60.87,263067,Malikia granosa
113,WP_000482901.1,WP_132737238.1,44.928,138,72,1,2,139,1,134,2.55e-34,121.0,60.14,2135732,Variovorax sp. BT01
114,WP_000482901.1,WP_043115070.1,42.446,139,79,1,2,140,1,138,3.32e-34,120.0,60.43,433924,Pseudacidovorax intermedius
115,WP_000482901.1,WP_068835518.1,43.478,138,77,1,2,139,1,137,4.31e-34,120.0,60.14,457502,Polaromonas jejuensis
116,WP_000482901.1,WP_089958003.1,44.526,137,75,1,2,138,1,136,8.11e-34,120.0,61.31,2626134,unclassified Limnohabitans
117,WP_000482901.1,WP_169417947.1,41.606,137,79,1,2,138,1,136,1.2400000000000001e-33,119.0,60.58,2728837,Ramlibacter sp. G-1-2-2
118,WP_000482901.1,WP_130371464.1,45.652,138,71,1,2,139,1,134,1.52e-33,119.0,58.7,663243,unclassified Variovorax
119,WP_000482901.1,WP_082322252.1,43.478,138,77,1,2,139,1,137,4.11e-33,118.0,59.42,34073,Variovorax paradoxus
120,WP_000482901.1,WP_042582733.1,44.286,140,71,3,2,138,1,136,4.17e-33,118.0,58.57,34073,Variovorax paradoxus
121,WP_000482901.1,WP_187052750.1,43.571,140,78,1,4,143,3,141,4.64e-33,118.0,57.14,2762323,Variovorax sp. PAMC28562
122,WP_000482901.1,WP_176665712.1,43.704,135,75,1,4,138,3,136,6.31e-33,117.0,59.26,2587117,Variovorax sp. SG517
123,WP_000482901.1,WP_162582215.1,43.662,142,79,1,2,143,34,174,6.72e-33,118.0,60.56,434008,Variovorax sp. PBS-H4
124,WP_000482901.1,WP_105731098.1,42.754,138,78,1,2,139,1,137,6.750000000000001e-33,117.0,60.14,86180,Malikia spinosa
125,WP_000482901.1,WP_196996184.1,47.407,135,70,1,5,139,4,137,6.850000000000001e-33,117.0,61.48,2792224,Diaphorobacter sp. JS3051
126,WP_000482901.1,WP_203206109.1,43.885,139,77,1,2,140,1,138,7.97e-33,117.0,60.43,34073,Variovorax paradoxus
127,WP_000482901.1,WP_158724297.1,43.662,142,79,1,2,143,1,141,9.220000000000001e-33,117.0,59.15,1747220,Xenophilus sp. L33
128,WP_000482901.1,WP_116912157.1,43.885,139,77,1,2,140,1,138,9.29e-33,117.0,58.99,663243,unclassified Variovorax
129,WP_000482901.1,WP_093380643.1,43.165,139,75,1,2,140,1,135,1.1700000000000001e-32,117.0,58.99,1882825,Variovorax sp. OV329
130,WP_000482901.1,WP_209544788.1,44.286,140,77,1,1,140,1,139,1.45e-32,116.0,62.14,2806576,Variovorax sp. 1615
131,WP_000482901.1,WP_055804661.1,44.366,142,72,3,2,140,1,138,1.57e-32,116.0,59.15,1736513,Variovorax sp. Root318D1
132,WP_000482901.1,WP_093011679.1,44.366,142,72,3,2,140,1,138,1.9e-32,116.0,59.15,1882826,Variovorax sp. OV700
133,WP_000482901.1,WP_130425626.1,42.446,139,79,1,2,140,1,138,2.06e-32,116.0,58.27,2512152,Variovorax sp. BK460
134,WP_000482901.1,WP_076509581.1,41.549,142,76,3,2,140,1,138,2.37e-32,116.0,60.56,1907403,Pseudacidovorax sp. RU35E
135,WP_000482901.1,WP_093019990.1,43.796,137,76,1,2,138,1,136,3.02e-32,116.0,56.93,1882826,Variovorax sp. OV700
136,WP_000482901.1,WP_056509610.1,42.446,139,79,1,2,140,1,138,4.22e-32,115.0,58.99,1736530,Variovorax sp. Root411
137,WP_000482901.1,WP_007835341.1,41.727,139,80,1,2,140,1,138,4.8e-32,115.0,58.99,1144315,Variovorax sp. CF313
138,WP_000482901.1,WP_087745770.1,43.478,138,77,1,2,139,1,137,4.8600000000000004e-32,115.0,58.7,2684926,unclassified Acidovorax
139,WP_000482901.1,WP_200786947.1,39.416,137,82,1,2,138,1,136,6.730000000000001e-32,115.0,61.31,2795217,Ramlibacter sp. CrO1
140,WP_000482901.1,WP_176660252.1,43.571,140,72,3,2,138,1,136,8.040000000000001e-32,115.0,58.57,2587118,Variovorax sp. SG533
141,WP_000482901.1,WP_093053299.1,42.222,135,78,0,4,138,3,137,8.45e-32,115.0,57.04,663243,unclassified Variovorax
142,WP_000482901.1,WP_093301269.1,42.963,135,76,1,4,138,3,136,9.88e-32,114.0,57.78,1679495,Variovorax gossypii
143,WP_000482901.1,WP_206177360.1,42.857,140,73,3,2,138,1,136,1.0100000000000001e-31,114.0,58.57,2681552,Variovorax sp. RKNM96
144,WP_000482901.1,WP_055896715.1,41.844,141,81,1,2,142,1,140,1.0100000000000001e-31,114.0,58.87,1736365,Ramlibacter sp. Leaf400
145,WP_000482901.1,WP_068678368.1,42.958,142,80,1,2,143,1,141,1.07e-31,114.0,59.15,663243,unclassified Variovorax
146,WP_000482901.1,WP_159274056.1,41.007,139,81,1,2,140,1,138,1.52e-31,114.0,58.99,436515,Variovorax boronicumulans
147,WP_000482901.1,WP_093206818.1,43.284,134,75,1,5,138,4,136,1.5800000000000002e-31,114.0,57.46,1884384,Variovorax sp. YR750
148,WP_000482901.1,WP_056586130.1,41.727,139,80,1,2,140,1,138,1.8300000000000002e-31,114.0,58.27,1736536,Variovorax sp. Root434
149,WP_000482901.1,WP_162589831.1,42.958,142,80,1,2,143,1,141,1.9000000000000002e-31,114.0,59.15,662548,Variovorax sp. RA8
150,WP_000482901.1,WP_093162059.1,42.857,140,79,1,4,143,3,141,1.9900000000000003e-31,114.0,59.29,1882828,Variovorax sp. YR216
151,WP_000482901.1,WP_093175592.1,42.222,135,78,0,4,138,3,137,2.11e-31,114.0,56.3,1884386,Variovorax sp. YR266
152,WP_000482901.1,WP_093443201.1,43.796,137,76,1,2,138,1,136,2.21e-31,114.0,56.2,1566271,Variovorax sp. 770b2
153,WP_000482901.1,WP_022775525.1,43.262,141,79,1,3,143,2,141,2.24e-31,113.0,58.87,1436290,Candidatus Symbiobacter mobilis
154,WP_000482901.1,WP_126022450.1,43.704,135,75,1,4,138,3,136,2.31e-31,114.0,58.52,1775474,Variovorax guangxiensis
155,WP_000482901.1,WP_125948710.1,42.647,136,77,1,4,138,3,138,2.6600000000000003e-31,114.0,58.09,663243,unclassified Variovorax
156,WP_000482901.1,WP_099795333.1,41.007,139,81,1,2,140,1,138,2.7700000000000004e-31,113.0,58.27,2035212,Variovorax sp. 54
157,WP_000482901.1,WP_157612559.1,43.796,137,76,1,2,138,1,136,2.78e-31,114.0,56.2,34073,Variovorax paradoxus
158,WP_000482901.1,WP_028248586.1,43.571,140,78,1,4,143,3,141,2.96e-31,113.0,60.0,1380385,Variovorax sp. URHB0020
159,WP_000482901.1,WP_083259057.1,41.727,139,80,1,2,140,1,138,3.1900000000000003e-31,113.0,58.27,436515,Variovorax boronicumulans
160,WP_000482901.1,WP_201693338.1,40.0,140,81,2,2,140,1,138,3.5300000000000003e-31,113.0,58.57,2039631,Ramlibacter alkalitolerans
161,WP_000482901.1,WP_013539554.1,42.857,140,73,3,2,138,1,136,3.6e-31,113.0,57.86,34073,Variovorax paradoxus
162,WP_000482901.1,WP_176659513.1,41.727,139,80,1,2,140,1,138,4.14e-31,113.0,58.27,2587118,Variovorax sp. SG533
163,WP_000482901.1,WP_162577609.1,42.254,142,81,1,2,143,1,141,4.3500000000000005e-31,113.0,59.15,434009,Variovorax sp. PBL-H6
164,WP_000482901.1,WP_062473671.1,41.007,139,81,1,2,140,1,138,4.72e-31,112.0,58.27,436515,Variovorax boronicumulans
165,WP_000482901.1,WP_119554300.1,41.304,138,80,1,2,139,1,137,4.98e-31,112.0,57.97,1675792,Acidovorax cavernicola
166,WP_000482901.1,WP_159278664.1,41.007,139,81,1,2,140,1,138,5.03e-31,112.0,58.27,436515,Variovorax boronicumulans
167,WP_000482901.1,WP_095949904.1,41.007,139,81,1,2,140,1,138,5.14e-31,112.0,58.27,436515,Variovorax boronicumulans
168,WP_000482901.1,WP_101490968.1,41.007,139,81,1,2,140,1,138,5.260000000000001e-31,112.0,58.27,2066034,Variovorax sp. RO1
169,WP_000482901.1,WP_192195186.1,41.007,139,81,1,2,140,1,138,5.49e-31,112.0,58.27,2774875,Variovorax sp. 38R
170,WP_000482901.1,WP_132751881.1,42.336,137,78,1,2,138,1,136,6.070000000000001e-31,112.0,57.66,2512132,Variovorax sp. BK151
171,WP_000482901.1,WP_153280420.1,41.007,139,81,1,2,140,1,138,6.190000000000001e-31,112.0,58.27,34073,Variovorax paradoxus
172,WP_000482901.1,WP_198787929.1,43.066,137,77,1,2,138,1,136,6.410000000000001e-31,112.0,56.2,2779370,Variovorax sp. IB41
173,WP_000482901.1,WP_012747074.1,43.662,142,73,3,2,140,1,138,7.950000000000001e-31,112.0,56.34,34073,Variovorax paradoxus
174,WP_000482901.1,WP_019657989.1,42.336,137,78,1,2,138,1,136,8.98e-31,112.0,57.66,34072,Variovorax
175,WP_000482901.1,WP_145743102.1,43.662,142,73,3,2,140,1,138,9.36e-31,112.0,56.34,34072,Variovorax
176,WP_000482901.1,WP_055803686.1,42.857,140,73,3,2,138,1,136,1.09e-30,112.0,57.86,1736513,Variovorax sp. Root318D1
177,WP_000482901.1,WP_124959375.1,43.662,142,73,3,2,140,1,138,1.2e-30,112.0,56.34,2496117,Variovorax beijingensis
178,WP_000482901.1,WP_018902925.1,43.662,142,73,3,2,140,1,138,1.2099999999999999e-30,112.0,56.34,34073,Variovorax paradoxus
179,WP_000482901.1,WP_121694196.1,40.141,142,84,1,2,143,1,141,1.2599999999999999e-30,112.0,58.45,2282216,Xenophilus sp. E41
180,WP_000482901.1,WP_093351874.1,41.727,139,80,1,2,140,1,138,1.4599999999999999e-30,111.0,58.27,1882827,Variovorax sp. PDC80
181,WP_000482901.1,WP_062361985.1,43.662,142,73,3,2,140,1,138,1.63e-30,111.0,56.34,34073,Variovorax paradoxus
182,WP_000482901.1,WP_185738332.1,43.662,142,73,3,2,140,13,150,1.82e-30,112.0,56.34,2496117,Variovorax beijingensis
183,WP_000482901.1,WP_013543047.1,41.007,139,81,1,2,140,1,138,1.8599999999999997e-30,111.0,57.55,34073,Variovorax paradoxus
184,WP_000482901.1,WP_086924586.1,41.429,140,81,1,1,140,1,139,2.48e-30,111.0,54.29,1851577,Variovorax sp. JS1663
185,WP_000482901.1,WP_130426534.1,43.284,134,75,1,5,138,4,136,2.6e-30,111.0,56.72,2512152,Variovorax sp. BK460
186,WP_000482901.1,WP_201676816.1,40.714,140,80,2,2,140,1,138,3.46e-30,110.0,58.57,1926872,Ramlibacter monticola
187,WP_000482901.1,WP_011802564.1,42.361,144,81,1,2,143,1,144,3.63e-30,110.0,60.42,216465,Polaromonas naphthalenivorans
188,WP_000482901.1,WP_208511626.1,41.606,137,79,1,2,138,1,136,3.93e-30,110.0,57.66,34073,Variovorax paradoxus
189,WP_000482901.1,WP_192323028.1,41.429,140,75,3,2,138,1,136,4.58e-30,110.0,57.86,663243,unclassified Variovorax
190,WP_000482901.1,WP_145741094.1,41.429,140,75,3,2,138,1,136,4.8899999999999994e-30,110.0,57.86,34072,Variovorax
191,WP_000482901.1,WP_135264626.1,40.146,137,81,1,2,138,1,136,5.18e-30,110.0,56.93,204072,Ramlibacter henchirensis
192,WP_000482901.1,WP_168109835.1,40.845,142,83,1,2,143,1,141,5.7699999999999996e-30,110.0,55.63,2606681,Ramlibacter lithotrophicus
193,WP_000482901.1,WP_021005907.1,41.429,140,75,3,2,138,1,136,6.07e-30,110.0,57.86,34073,Variovorax paradoxus
194,WP_000482901.1,WP_124957396.1,41.429,140,75,3,2,138,1,136,6.999999999999999e-30,110.0,57.86,2496117,Variovorax beijingensis
195,WP_000482901.1,WP_012746339.1,41.429,140,75,3,2,138,1,136,7.549999999999999e-30,110.0,57.86,34073,Variovorax paradoxus
196,WP_000482901.1,WP_047784326.1,40.714,140,76,3,2,138,1,136,8.6e-30,110.0,57.86,34073,Variovorax paradoxus
197,WP_000482901.1,WP_106558656.1,42.958,142,80,1,2,143,1,141,9.639999999999999e-30,109.0,57.04,1105204,Variovorax sp. WS11
